,gid,plaid,posid,teamid,teamname,period,newpos,newposname
572,572,5184,2,799,Saudi Arabia,67,1,Def
573,573,5188,16,799,Saudi Arabia,68,2,Mid
574,574,5185,12,799,Saudi Arabia,68,2,Mid
575,575,5173,14,799,Saudi Arabia,68,2,Mid
576,576,5187,20,799,Saudi Arabia,68,2,Mid
577,577,5183,5,799,Saudi Arabia,68,1,Def
578,578,5191,1,799,Saudi Arabia,68,1,Def
579,579,5178,18,799,Saudi Arabia,68,2,Mid
580,580,5184,2,799,Saudi Arabia,68,1,Def
581,581,5715,4,799,Saudi Arabia,68,1,Def
582,582,5173,14,799,Saudi Arabia,69,2,Mid
583,583,5185,12,799,Saudi Arabia,69,2,Mid
584,584,5191,1,799,Saudi Arabia,69,1,Def
585,585,5188,16,799,Saudi Arabia,69,2,Mid
586,586,5715,4,799,Saudi Arabia,69,1,Def
587,587,5183,5,799,Saudi Arabia,69,1,Def
588,588,5187,20,799,Saudi Arabia,69,2,Mid
589,589,5259,2,783,Uruguay,70,1,Def
590,590,5260,14,783,Uruguay,70,2,Mid
591,591,5248,5,783,Uruguay,70,1,Def
592,592,5256,20,783,Uruguay,70,2,Mid
593,593,5246,23,783,Uruguay,70,3,Fw
594,594,5255,12,783,Uruguay,70,2,Mid
595,595,5264,1,783,Uruguay,70,1,Def
596,596,5259,2,783,Uruguay,71,1,Def
597,597,5260,14,783,Uruguay,71,2,Mid
598,598,5268,16,783,Uruguay,71,2,Mid
599,599,5264,1,783,Uruguay,71,1,Def
600,600,5249,4,783,Uruguay,71,1,Def
601,601,5255,12,783,Uruguay,71,2,Mid
602,602,5246,23,783,Uruguay,71,3,Fw
603,603,5249,4,783,Uruguay,72,1,Def
604,604,5259,2,783,Uruguay,72,1,Def
605,605,5255,12,783,Uruguay,72,2,Mid
606,606,5260,14,783,Uruguay,72,2,Mid
607,607,5264,1,783,Uruguay,72,1,Def
608,608,5268,16,783,Uruguay,72,2,Mid
609,609,4319,21,783,Uruguay,72,3,Fw
610,610,5246,23,783,Uruguay,73,3,Fw
611,611,4319,21,783,Uruguay,73,3,Fw
612,612,5249,4,783,Uruguay,73,1,Def
613,613,5259,2,783,Uruguay,73,1,Def
614,614,5255,12,783,Uruguay,73,2,Mid
615,615,5264,1,783,Uruguay,73,1,Def
616,616,5267,0,783,Uruguay,73,0,GK
617,617,5260,14,783,Uruguay,73,2,Mid
618,618,5248,5,783,Uruguay,73,1,Def
619,619,4319,21,783,Uruguay,74,3,Fw
620,620,5260,14,783,Uruguay,74,2,Mid
621,621,5268,16,783,Uruguay,74,2,Mid
622,622,5264,1,783,Uruguay,74,1,Def
623,623,5248,5,783,Uruguay,74,1,Def
624,624,5256,20,783,Uruguay,74,2,Mid
625,625,5249,4,783,Uruguay,74,1,Def
626,626,5259,2,783,Uruguay,74,1,Def
627,627,5255,12,783,Uruguay,74,2,Mid
628,628,5716,12,799,Saudi Arabia,75,2,Mid
629,629,5173,14,799,Saudi Arabia,75,2,Mid
630,630,5187,20,799,Saudi Arabia,75,2,Mid
631,631,5188,16,799,Saudi Arabia,75,2,Mid
632,632,5178,18,799,Saudi Arabia,75,2,Mid
633,633,5183,5,799,Saudi Arabia,75,1,Def
634,634,5191,1,799,Saudi Arabia,75,1,Def
635,635,5190,22,799,Saudi Arabia,75,3,Fw
636,636,5714,0,799,Saudi Arabia,75,0,GK
637,637,5178,18,799,Saudi Arabia,76,2,Mid
638,638,5173,14,799,Saudi Arabia,76,2,Mid
639,639,5715,4,799,Saudi Arabia,76,1,Def
640,640,5716,12,799,Saudi Arabia,76,2,Mid
641,641,5188,16,799,Saudi Arabia,76,2,Mid
642,642,5187,20,799,Saudi Arabia,76,2,Mid
643,643,5183,5,799,Saudi Arabia,76,1,Def
644,644,5191,1,799,Saudi Arabia,76,1,Def
645,645,5190,22,799,Saudi Arabia,76,3,Fw
646,646,5248,5,783,Uruguay,77,1,Def
647,647,5246,23,783,Uruguay,77,3,Fw
648,648,5256,20,783,Uruguay,77,2,Mid
649,649,5260,14,783,Uruguay,77,2,Mid
650,650,5249,4,783,Uruguay,77,1,Def
651,651,5255,12,783,Uruguay,77,2,Mid
652,652,5268,16,783,Uruguay,77,2,Mid
653,653,5264,1,783,Uruguay,77,1,Def
654,654,5259,2,783,Uruguay,77,1,Def
655,655,5714,0,799,Saudi Arabia,78,0,GK
656,656,5173,14,799,Saudi Arabia,78,2,Mid
657,657,5191,1,799,Saudi Arabia,78,1,Def
658,658,5716,12,799,Saudi Arabia,78,2,Mid
659,659,5188,16,799,Saudi Arabia,78,2,Mid
660,660,5178,18,799,Saudi Arabia,78,2,Mid
661,661,5190,22,799,Saudi Arabia,78,3,Fw
662,662,5716,12,799,Saudi Arabia,79,2,Mid
663,663,5173,14,799,Saudi Arabia,79,2,Mid
664,664,5178,18,799,Saudi Arabia,79,2,Mid
665,665,5715,4,799,Saudi Arabia,79,1,Def
666,666,5188,16,799,Saudi Arabia,79,2,Mid
667,667,5191,1,799,Saudi Arabia,79,1,Def
668,668,5190,22,799,Saudi Arabia,79,3,Fw
669,669,5246,23,783,Uruguay,80,3,Fw
670,670,5260,14,783,Uruguay,80,2,Mid
671,671,5717,20,783,Uruguay,80,2,Mid
672,672,5248,5,783,Uruguay,80,1,Def
673,673,5266,12,783,Uruguay,80,2,Mid
674,674,5259,2,783,Uruguay,80,1,Def
675,675,5249,4,783,Uruguay,80,1,Def
676,676,5268,16,783,Uruguay,80,2,Mid
677,677,5173,14,799,Saudi Arabia,81,2,Mid
678,678,5178,18,799,Saudi Arabia,81,2,Mid
679,679,5183,5,799,Saudi Arabia,81,1,Def
680,680,5188,16,799,Saudi Arabia,81,2,Mid
681,681,5187,20,799,Saudi Arabia,81,2,Mid
682,682,5191,1,799,Saudi Arabia,81,1,Def
683,683,5716,12,799,Saudi Arabia,81,2,Mid
684,684,5248,5,783,Uruguay,82,1,Def
685,685,5260,14,783,Uruguay,82,2,Mid
686,686,5266,12,783,Uruguay,82,2,Mid
687,687,5259,2,783,Uruguay,82,1,Def
688,688,5249,4,783,Uruguay,82,1,Def
689,689,5267,0,783,Uruguay,82,0,GK
690,690,5268,16,783,Uruguay,82,2,Mid
691,691,5264,1,783,Uruguay,82,1,Def
692,692,4319,21,783,Uruguay,82,3,Fw
693,693,5178,18,799,Saudi Arabia,83,2,Mid
694,694,5715,4,799,Saudi Arabia,83,1,Def
695,695,5714,0,799,Saudi Arabia,83,0,GK
696,696,5190,22,799,Saudi Arabia,83,3,Fw
697,697,5187,20,799,Saudi Arabia,83,2,Mid
698,698,5183,5,799,Saudi Arabia,83,1,Def
699,699,5173,14,799,Saudi Arabia,83,2,Mid
700,700,5191,1,799,Saudi Arabia,83,1,Def
701,701,5716,12,799,Saudi Arabia,83,2,Mid
702,702,5260,14,783,Uruguay,84,2,Mid
703,703,5717,20,783,Uruguay,84,2,Mid
704,704,5248,5,783,Uruguay,84,1,Def
705,705,5246,23,783,Uruguay,84,3,Fw
706,706,4319,21,783,Uruguay,84,3,Fw
707,707,5264,1,783,Uruguay,84,1,Def
708,708,5259,2,783,Uruguay,84,1,Def
709,709,5249,4,783,Uruguay,84,1,Def
710,710,5266,12,783,Uruguay,84,2,Mid
711,711,5183,5,799,Saudi Arabia,85,1,Def
712,712,5715,4,799,Saudi Arabia,85,1,Def
713,713,5191,1,799,Saudi Arabia,85,1,Def
714,714,5716,12,799,Saudi Arabia,85,2,Mid
715,715,5190,22,799,Saudi Arabia,85,3,Fw
716,716,5187,20,799,Saudi Arabia,85,2,Mid
717,717,5188,16,799,Saudi Arabia,85,2,Mid
718,718,5184,2,799,Saudi Arabia,85,1,Def
719,719,5716,12,799,Saudi Arabia,86,2,Mid
720,720,5178,18,799,Saudi Arabia,86,2,Mid
721,721,5183,5,799,Saudi Arabia,86,1,Def
722,722,5715,4,799,Saudi Arabia,86,1,Def
723,723,5187,20,799,Saudi Arabia,86,2,Mid
724,724,5173,14,799,Saudi Arabia,86,2,Mid
725,725,5191,1,799,Saudi Arabia,86,1,Def
726,726,5259,2,783,Uruguay,87,1,Def
727,727,5260,14,783,Uruguay,87,2,Mid
728,728,5247,12,783,Uruguay,87,2,Mid
729,729,5264,1,783,Uruguay,87,1,Def
730,730,4319,24,783,Uruguay,87,3,Fw
731,731,5248,5,783,Uruguay,87,1,Def
732,732,5266,9,783,Uruguay,87,1,Def
733,733,5173,14,799,Saudi Arabia,88,2,Mid
734,734,5178,18,799,Saudi Arabia,88,2,Mid
735,735,5716,12,799,Saudi Arabia,88,2,Mid
736,736,5713,16,799,Saudi Arabia,88,2,Mid
737,737,5715,4,799,Saudi Arabia,88,1,Def
738,738,5196,22,799,Saudi Arabia,88,3,Fw
739,739,5184,2,799,Saudi Arabia,88,1,Def
740,740,5191,1,799,Saudi Arabia,88,1,Def
741,741,5714,0,799,Saudi Arabia,88,0,GK
742,742,5183,5,799,Saudi Arabia,88,1,Def
743,743,5247,12,783,Uruguay,89,2,Mid
744,744,5246,16,783,Uruguay,89,2,Mid
745,745,4319,24,783,Uruguay,89,3,Fw
746,746,5260,14,783,Uruguay,89,2,Mid
747,747,5266,9,783,Uruguay,89,1,Def
748,748,5248,5,783,Uruguay,89,1,Def
749,749,5717,20,783,Uruguay,89,2,Mid
750,750,5259,2,783,Uruguay,89,1,Def
751,751,5249,4,783,Uruguay,89,1,Def
752,752,5714,0,799,Saudi Arabia,90,0,GK
753,753,5183,5,799,Saudi Arabia,90,1,Def
754,754,5713,16,799,Saudi Arabia,90,2,Mid
755,755,5178,18,799,Saudi Arabia,90,2,Mid
756,756,5716,12,799,Saudi Arabia,90,2,Mid
757,757,5191,1,799,Saudi Arabia,90,1,Def
758,758,5173,14,799,Saudi Arabia,90,2,Mid
759,759,5187,20,799,Saudi Arabia,90,2,Mid
760,760,5184,2,799,Saudi Arabia,90,1,Def
761,761,5249,4,783,Uruguay,91,1,Def
762,762,5266,9,783,Uruguay,91,1,Def
763,763,5247,12,783,Uruguay,91,2,Mid
764,764,5248,5,783,Uruguay,91,1,Def
765,765,5264,1,783,Uruguay,91,1,Def
766,766,4319,24,783,Uruguay,91,3,Fw
767,767,5259,2,783,Uruguay,91,1,Def
768,768,5260,14,783,Uruguay,91,2,Mid
769,769,5717,20,783,Uruguay,91,2,Mid
770,770,5246,16,783,Uruguay,91,2,Mid
771,771,3176,6,782,Belgium,92,1,Def
772,772,20005,2,782,Belgium,92,1,Def
773,773,5639,3,782,Belgium,92,1,Def
774,774,5642,14,782,Belgium,92,2,Mid
775,775,3077,4,782,Belgium,92,1,Def
776,776,5633,7,782,Belgium,92,1,Def
777,777,3509,0,782,Belgium,93,0,GK
778,778,5633,7,782,Belgium,93,1,Def
779,779,5642,14,782,Belgium,93,2,Mid
780,780,20005,2,782,Belgium,93,1,Def
781,781,3176,6,782,Belgium,93,1,Def
782,782,5639,3,782,Belgium,93,1,Def
783,783,3077,4,782,Belgium,93,1,Def
784,784,3621,19,782,Belgium,93,2,Mid
785,785,3089,12,782,Belgium,93,2,Mid
786,786,5639,3,782,Belgium,94,1,Def
787,787,3621,19,782,Belgium,94,2,Mid
788,788,3289,22,782,Belgium,94,3,Fw
789,789,5630,17,782,Belgium,94,2,Mid
790,790,20005,2,782,Belgium,94,1,Def
791,791,5642,14,782,Belgium,94,2,Mid
792,792,3176,6,782,Belgium,94,1,Def
793,793,3509,0,782,Belgium,94,0,GK
794,794,3077,4,782,Belgium,94,1,Def
795,795,5633,7,782,Belgium,94,1,Def
796,796,3089,12,782,Belgium,94,2,Mid
797,797,3621,19,782,Belgium,95,2,Mid
798,798,5630,17,782,Belgium,95,2,Mid
799,799,3289,22,782,Belgium,95,3,Fw
800,800,3176,6,782,Belgium,95,1,Def
801,801,20005,2,782,Belgium,95,1,Def
802,802,5639,3,782,Belgium,95,1,Def
803,803,3089,12,782,Belgium,95,2,Mid
804,804,3077,4,782,Belgium,95,1,Def
805,805,5634,5,798,Panama,96,1,Def
806,806,5646,14,798,Panama,96,2,Mid
807,807,5638,4,798,Panama,96,1,Def
808,808,5645,12,798,Panama,96,2,Mid
809,809,5640,9,798,Panama,96,1,Def
810,810,5635,2,798,Panama,96,1,Def
811,811,5631,22,798,Panama,96,3,Fw
812,812,5628,20,798,Panama,96,2,Mid
813,813,5641,1,798,Panama,96,1,Def
814,814,5637,16,798,Panama,96,2,Mid
815,815,20005,2,782,Belgium,97,1,Def
816,816,3509,0,782,Belgium,97,0,GK
817,817,3176,6,782,Belgium,97,1,Def
818,818,5642,14,782,Belgium,97,2,Mid
819,819,5639,3,782,Belgium,97,1,Def
820,820,3077,4,782,Belgium,97,1,Def
821,821,5630,17,782,Belgium,97,2,Mid
822,822,3289,22,782,Belgium,97,3,Fw
823,823,3089,12,782,Belgium,97,2,Mid
824,824,3089,12,782,Belgium,98,2,Mid
825,825,3176,6,782,Belgium,98,1,Def
826,826,3509,0,782,Belgium,98,0,GK
827,827,5639,3,782,Belgium,98,1,Def
828,828,20005,2,782,Belgium,98,1,Def
829,829,5642,14,782,Belgium,98,2,Mid
830,830,3621,19,782,Belgium,98,2,Mid
831,831,3077,4,782,Belgium,98,1,Def
832,832,5630,17,782,Belgium,98,2,Mid
833,833,3289,22,782,Belgium,98,3,Fw
834,834,3176,6,782,Belgium,99,1,Def
835,835,20005,2,782,Belgium,99,1,Def
836,836,5639,3,782,Belgium,99,1,Def
837,837,3077,4,782,Belgium,99,1,Def
838,838,5633,7,782,Belgium,99,1,Def
839,839,3089,12,782,Belgium,100,2,Mid
840,840,5633,7,782,Belgium,100,1,Def
841,841,3621,19,782,Belgium,100,2,Mid
842,842,20005,2,782,Belgium,100,1,Def
843,843,3176,6,782,Belgium,100,1,Def
844,844,5639,3,782,Belgium,100,1,Def
845,845,3077,4,782,Belgium,100,1,Def
846,846,5630,17,782,Belgium,100,2,Mid
847,847,5639,3,782,Belgium,101,1,Def
848,848,5642,14,782,Belgium,101,2,Mid
849,849,20005,2,782,Belgium,101,1,Def
850,850,3289,22,782,Belgium,101,3,Fw
851,851,3621,19,782,Belgium,101,2,Mid
852,852,3176,6,782,Belgium,101,1,Def
853,853,3077,4,782,Belgium,101,1,Def
854,854,5633,7,782,Belgium,101,1,Def
855,855,5630,17,782,Belgium,101,2,Mid
856,856,5639,3,782,Belgium,102,1,Def
857,857,3509,0,782,Belgium,102,0,GK
858,858,3077,4,782,Belgium,102,1,Def
859,859,20005,2,782,Belgium,102,1,Def
860,860,5642,14,782,Belgium,102,2,Mid
861,861,3176,6,782,Belgium,102,1,Def
862,862,5630,17,782,Belgium,102,2,Mid
863,863,5633,7,782,Belgium,102,1,Def
864,864,5637,16,798,Panama,103,2,Mid
865,865,5641,1,798,Panama,103,1,Def
866,866,5638,4,798,Panama,103,1,Def
867,867,5634,5,798,Panama,103,1,Def
868,868,5631,22,798,Panama,103,3,Fw
869,869,5635,2,798,Panama,103,1,Def
870,870,5646,14,798,Panama,103,2,Mid
871,871,5640,9,798,Panama,103,1,Def
872,872,5645,12,798,Panama,103,2,Mid
873,873,5628,20,798,Panama,103,2,Mid
874,874,3289,22,782,Belgium,104,3,Fw
875,875,5642,14,782,Belgium,104,2,Mid
876,876,5633,7,782,Belgium,104,1,Def
877,877,5639,3,782,Belgium,104,1,Def
878,878,3089,12,782,Belgium,104,2,Mid
879,879,3077,4,782,Belgium,104,1,Def
880,880,20005,2,782,Belgium,104,1,Def
881,881,5630,17,782,Belgium,104,2,Mid
882,882,3176,6,782,Belgium,104,1,Def
883,883,5634,5,798,Panama,105,1,Def
884,884,5646,14,798,Panama,105,2,Mid
885,885,5640,9,798,Panama,105,1,Def
886,886,5638,4,798,Panama,105,1,Def
887,887,5628,20,798,Panama,105,2,Mid
888,888,5637,16,798,Panama,105,2,Mid
889,889,5641,1,798,Panama,105,1,Def
890,890,5635,2,798,Panama,105,1,Def
891,891,3176,6,782,Belgium,106,1,Def
892,892,5642,14,782,Belgium,106,2,Mid
893,893,20005,2,782,Belgium,106,1,Def
894,894,3077,4,782,Belgium,106,1,Def
895,895,3621,19,782,Belgium,106,2,Mid
896,896,5639,3,782,Belgium,106,1,Def
897,897,5630,17,782,Belgium,106,2,Mid
898,898,3289,22,782,Belgium,106,3,Fw
899,899,5642,14,782,Belgium,107,2,Mid
900,900,20005,2,782,Belgium,107,1,Def
901,901,3089,12,782,Belgium,107,2,Mid
902,902,3176,6,782,Belgium,107,1,Def
903,903,5639,3,782,Belgium,107,1,Def
904,904,3621,19,782,Belgium,107,2,Mid
905,905,3289,22,782,Belgium,107,3,Fw
906,906,3077,4,782,Belgium,107,1,Def
907,907,5633,7,782,Belgium,107,1,Def
908,908,3176,6,782,Belgium,108,1,Def
909,909,20005,2,782,Belgium,108,1,Def
910,910,5639,3,782,Belgium,108,1,Def
911,911,3077,4,782,Belgium,108,1,Def
912,912,5633,7,782,Belgium,108,1,Def
913,913,5630,17,782,Belgium,108,2,Mid
914,914,5642,14,782,Belgium,108,2,Mid
915,915,3089,12,782,Belgium,108,2,Mid
916,916,5630,17,782,Belgium,109,2,Mid
917,917,3176,6,782,Belgium,109,1,Def
918,918,20005,2,782,Belgium,109,1,Def
919,919,5642,14,782,Belgium,109,2,Mid
920,920,3621,19,782,Belgium,109,2,Mid
921,921,5639,3,782,Belgium,109,1,Def
922,922,3077,4,782,Belgium,109,1,Def
923,923,5633,7,782,Belgium,109,1,Def
924,924,3089,12,782,Belgium,109,2,Mid
925,925,3289,22,782,Belgium,109,3,Fw
926,926,3509,0,782,Belgium,110,0,GK
927,927,20005,2,782,Belgium,110,1,Def
928,928,5642,14,782,Belgium,110,2,Mid
929,929,3077,4,782,Belgium,110,1,Def
930,930,5639,3,782,Belgium,110,1,Def
931,931,5636,0,798,Panama,111,0,GK
932,932,5631,22,798,Panama,111,3,Fw
933,933,5629,16,798,Panama,111,2,Mid
934,934,5641,1,798,Panama,111,1,Def
935,935,5640,9,798,Panama,111,1,Def
936,936,5646,14,798,Panama,111,2,Mid
937,937,5634,5,798,Panama,111,1,Def
938,938,5645,12,798,Panama,111,2,Mid
939,939,3509,0,782,Belgium,112,0,GK
940,940,20005,2,782,Belgium,112,1,Def
941,941,5639,3,782,Belgium,112,1,Def
942,942,3289,22,782,Belgium,112,3,Fw
943,943,5633,7,782,Belgium,112,1,Def
944,944,3621,19,782,Belgium,112,2,Mid
945,945,5642,14,782,Belgium,112,2,Mid
946,946,3077,4,782,Belgium,112,1,Def
947,947,5645,12,798,Panama,113,2,Mid
948,948,5640,9,798,Panama,113,1,Def
949,949,5646,14,798,Panama,113,2,Mid
950,950,5641,1,798,Panama,113,1,Def
951,951,5638,4,798,Panama,113,1,Def
952,952,5634,5,798,Panama,113,1,Def
953,953,5644,20,798,Panama,113,2,Mid
954,954,5643,22,798,Panama,113,3,Fw
955,955,5629,16,798,Panama,113,2,Mid
956,956,5630,16,782,Belgium,114,2,Mid
957,957,5639,4,782,Belgium,114,1,Def
958,958,20005,2,782,Belgium,114,1,Def
959,959,3089,12,782,Belgium,114,2,Mid
960,960,5642,14,782,Belgium,114,2,Mid
961,961,3037,9,782,Belgium,114,1,Def
962,962,3621,20,782,Belgium,114,2,Mid
963,963,20005,2,782,Belgium,115,1,Def
964,964,3289,22,782,Belgium,115,3,Fw
965,965,3037,9,782,Belgium,115,1,Def
966,966,3621,20,782,Belgium,115,2,Mid
967,967,3077,5,782,Belgium,115,1,Def
968,968,5642,14,782,Belgium,115,2,Mid
969,969,5639,4,782,Belgium,115,1,Def
970,970,3089,12,782,Belgium,115,2,Mid
971,971,3176,1,782,Belgium,115,1,Def
972,972,5632,16,782,Belgium,115,2,Mid
973,973,5645,12,798,Panama,116,2,Mid
974,974,5634,5,798,Panama,116,1,Def
975,975,5643,22,798,Panama,116,3,Fw
976,976,5640,9,798,Panama,116,1,Def
977,977,5646,14,798,Panama,116,2,Mid
978,978,5638,4,798,Panama,116,1,Def
979,979,5644,20,798,Panama,116,2,Mid
980,980,5629,16,798,Panama,116,2,Mid
981,981,5669,0,789,Poland,117,0,GK
982,982,5670,4,789,Poland,117,1,Def
983,983,5668,22,789,Poland,117,3,Fw
984,984,4626,3,789,Poland,117,1,Def
985,985,5658,2,789,Poland,117,1,Def
986,986,5660,16,789,Poland,117,2,Mid
987,987,5673,11,789,Poland,117,2,Mid
988,988,4276,0,769,Colombia,118,0,GK
989,989,3445,22,769,Colombia,118,3,Fw
990,990,6196,2,769,Colombia,118,1,Def
991,991,5695,20,769,Colombia,118,2,Mid
992,992,5689,16,769,Colombia,118,2,Mid
993,993,6192,8,769,Colombia,118,1,Def
994,994,5686,10,769,Colombia,118,1,Def
995,995,5692,18,769,Colombia,118,2,Mid
996,996,3494,4,769,Colombia,118,1,Def
997,997,5696,1,769,Colombia,118,1,Def
998,998,5691,5,769,Colombia,118,1,Def
999,999,3494,4,769,Colombia,119,1,Def
1000,1000,6196,2,769,Colombia,119,1,Def
1001,1001,5696,1,769,Colombia,119,1,Def
1002,1002,5689,16,769,Colombia,119,2,Mid
1003,1003,3445,22,769,Colombia,119,3,Fw
1004,1004,5686,10,769,Colombia,119,1,Def
1005,1005,5692,18,769,Colombia,119,2,Mid
1006,1006,6192,8,769,Colombia,119,1,Def
1007,1007,5695,20,769,Colombia,119,2,Mid
1008,1008,5691,5,769,Colombia,120,1,Def
1009,1009,3494,4,769,Colombia,120,1,Def
1010,1010,4276,0,769,Colombia,120,0,GK
1011,1011,5695,20,769,Colombia,120,2,Mid
1012,1012,3445,22,769,Colombia,120,3,Fw
1013,1013,5686,10,769,Colombia,120,1,Def
1014,1014,5689,16,769,Colombia,120,2,Mid
1015,1015,6196,2,769,Colombia,120,1,Def
1016,1016,5692,18,769,Colombia,120,2,Mid
1017,1017,5692,18,769,Colombia,121,2,Mid
1018,1018,5695,20,769,Colombia,121,2,Mid
1019,1019,3445,22,769,Colombia,121,3,Fw
1020,1020,5691,5,769,Colombia,121,1,Def
1021,1021,5689,16,769,Colombia,121,2,Mid
1022,1022,6192,8,769,Colombia,121,1,Def
1023,1023,6196,2,769,Colombia,121,1,Def
1024,1024,4276,0,769,Colombia,121,0,GK
1025,1025,3494,4,769,Colombia,121,1,Def
1026,1026,5696,1,769,Colombia,121,1,Def
1027,1027,3494,4,769,Colombia,122,1,Def
1028,1028,5686,10,769,Colombia,122,1,Def
1029,1029,5695,20,769,Colombia,122,2,Mid
1030,1030,6192,8,769,Colombia,122,1,Def
1031,1031,3445,22,769,Colombia,122,3,Fw
1032,1032,5689,16,769,Colombia,122,2,Mid
1033,1033,5692,18,769,Colombia,122,2,Mid
1034,1034,5696,1,769,Colombia,122,1,Def
1035,1035,5691,5,769,Colombia,122,1,Def
1036,1036,5660,16,789,Poland,123,2,Mid
1037,1037,6195,14,789,Poland,123,2,Mid
1038,1038,5673,11,789,Poland,123,2,Mid
1039,1039,5672,15,789,Poland,123,2,Mid
1040,1040,5670,4,789,Poland,123,1,Def
1041,1041,4626,3,789,Poland,123,1,Def
1042,1042,5658,2,789,Poland,123,1,Def
1043,1043,5669,0,789,Poland,123,0,GK
1044,1044,5692,18,769,Colombia,124,2,Mid
1045,1045,6193,8,769,Colombia,124,1,Def
1046,1046,4276,0,769,Colombia,124,0,GK
1047,1047,6196,2,769,Colombia,124,1,Def
1048,1048,5695,20,769,Colombia,124,2,Mid
1049,1049,5691,5,769,Colombia,124,1,Def
1050,1050,3445,22,769,Colombia,124,3,Fw
1051,1051,5696,1,769,Colombia,124,1,Def
1052,1052,5689,16,769,Colombia,124,2,Mid
1053,1053,5686,10,769,Colombia,124,1,Def
1054,1054,3494,4,769,Colombia,124,1,Def
1055,1055,5689,16,769,Colombia,125,2,Mid
1056,1056,5692,18,769,Colombia,125,2,Mid
1057,1057,3445,22,769,Colombia,125,3,Fw
1058,1058,5686,10,769,Colombia,125,1,Def
1059,1059,5695,20,769,Colombia,125,2,Mid
1060,1060,5691,5,769,Colombia,125,1,Def
1061,1061,6193,8,769,Colombia,125,1,Def
1062,1062,6196,2,769,Colombia,125,1,Def
1063,1063,5696,1,769,Colombia,125,1,Def
1064,1064,3494,4,769,Colombia,125,1,Def
1065,1065,5696,1,769,Colombia,126,1,Def
1066,1066,3445,22,769,Colombia,126,3,Fw
1067,1067,5692,18,769,Colombia,126,2,Mid
1068,1068,5689,16,769,Colombia,126,2,Mid
1069,1069,6193,8,769,Colombia,126,1,Def
1070,1070,5695,20,769,Colombia,126,2,Mid
1071,1071,6196,2,769,Colombia,126,1,Def
1072,1072,5686,10,769,Colombia,126,1,Def
1073,1073,5686,10,769,Colombia,127,1,Def
1074,1074,5695,20,769,Colombia,127,2,Mid
1075,1075,5689,16,769,Colombia,127,2,Mid
1076,1076,5692,18,769,Colombia,127,2,Mid
1077,1077,5696,1,769,Colombia,127,1,Def
1078,1078,4276,0,769,Colombia,127,0,GK
1079,1079,3445,22,769,Colombia,127,3,Fw
1080,1080,6193,8,769,Colombia,127,1,Def
1081,1081,5691,5,769,Colombia,127,1,Def
1082,1082,5686,10,769,Colombia,128,1,Def
1083,1083,5692,18,769,Colombia,128,2,Mid
1084,1084,5689,16,769,Colombia,128,2,Mid
1085,1085,5696,1,769,Colombia,128,1,Def
1086,1086,3445,22,769,Colombia,128,3,Fw
1087,1087,5691,5,769,Colombia,129,1,Def
1088,1088,5686,10,769,Colombia,129,1,Def
1089,1089,5696,1,769,Colombia,129,1,Def
1090,1090,5692,18,769,Colombia,129,2,Mid
1091,1091,5689,16,769,Colombia,129,2,Mid
1092,1092,5695,20,769,Colombia,129,2,Mid
1093,1093,6196,2,769,Colombia,129,1,Def
1094,1094,3494,4,769,Colombia,129,1,Def
1095,1095,4276,0,769,Colombia,129,0,GK
1096,1096,3445,22,769,Colombia,129,3,Fw
1097,1097,6195,14,789,Poland,130,2,Mid
1098,1098,5670,4,789,Poland,130,1,Def
1099,1099,4626,3,789,Poland,130,1,Def
1100,1100,5658,2,789,Poland,130,1,Def
1101,1101,3637,12,789,Poland,130,2,Mid
1102,1102,5672,15,789,Poland,130,2,Mid
1103,1103,5695,20,769,Colombia,131,2,Mid
1104,1104,5689,16,769,Colombia,131,2,Mid
1105,1105,5692,18,769,Colombia,131,2,Mid
1106,1106,5696,1,769,Colombia,131,1,Def
1107,1107,6196,2,769,Colombia,131,1,Def
1108,1108,6193,8,769,Colombia,131,1,Def
1109,1109,5686,10,769,Colombia,131,1,Def
1110,1110,3445,22,769,Colombia,131,3,Fw
1111,1111,5691,5,769,Colombia,131,1,Def
1112,1112,5669,0,789,Poland,132,0,GK
1113,1113,5658,2,789,Poland,132,1,Def
1114,1114,3637,12,789,Poland,132,2,Mid
1115,1115,5670,4,789,Poland,132,1,Def
1116,1116,5667,20,789,Poland,132,2,Mid
1117,1117,5668,22,789,Poland,132,3,Fw
1118,1118,5672,15,789,Poland,132,2,Mid
1119,1119,4626,3,789,Poland,132,1,Def
1120,1120,6195,14,789,Poland,132,2,Mid
1121,1121,5660,16,789,Poland,132,2,Mid
1122,1122,5673,11,789,Poland,132,2,Mid
1123,1123,5667,20,789,Poland,133,2,Mid
1124,1124,3637,12,789,Poland,133,2,Mid
1125,1125,6195,14,789,Poland,133,2,Mid
1126,1126,5670,4,789,Poland,133,1,Def
1127,1127,4626,3,789,Poland,133,1,Def
1128,1128,5658,2,789,Poland,133,1,Def
1129,1129,5673,11,789,Poland,133,2,Mid
1130,1130,5686,10,769,Colombia,134,1,Def
1131,1131,5688,22,769,Colombia,134,3,Fw
1132,1132,5695,20,769,Colombia,134,2,Mid
1133,1133,5691,5,769,Colombia,134,1,Def
1134,1134,6196,2,769,Colombia,134,1,Def
1135,1135,5678,18,769,Colombia,134,2,Mid
1136,1136,5689,16,769,Colombia,134,2,Mid
